total_mass_source chirp_mass_source mass_ratio chi_eff
3.3097 1.4400 0.9494 -0.0027
3.3462 1.4458 0.8008 0.0157
3.3301 1.4495 0.9944 0.0106
3.3364 1.4421 0.8056 0.0259
3.3300 1.4494 0.9871 0.0133
3.2511 1.4127 0.8979 0.0155
3.3575 1.4540 0.8317 0.0237
3.3268 1.4398 0.8226 0.0265
3.3466 1.4547 0.9093 0.0101
3.2892 1.4298 0.9097 0.0120
3.3012 1.4366 0.9628 0.0065
3.3406 1.4341 0.7377 0.0164
3.3286 1.4483 0.9500 0.0210
3.3308 1.4492 0.9462 0.0102
3.3117 1.4415 0.9965 0.0120
3.3575 1.4356 0.7077 0.0245
3.3150 1.4329 0.8058 0.0112
3.3374 1.4501 0.8960 0.0143
3.2829 1.4254 0.8792 0.0090
3.2972 1.4305 0.8626 -0.0052
3.3038 1.4300 0.8242 0.0160
3.2915 1.4312 0.9190 0.0089
3.3237 1.4467 0.9940 0.0141
3.2720 1.4212 0.8881 0.0177
3.2848 1.4291 0.9435 0.0154
3.3745 1.4627 0.8463 0.0005
3.2852 1.4289 0.9307 0.0037
3.2973 1.4333 0.9090 0.0158
3.3126 1.4393 0.8964 0.0189
3.3514 1.4545 0.8685 0.0228
3.3703 1.4644 0.8963 0.0158
3.2900 1.4274 0.8629 0.0103
3.3040 1.4354 0.8933 0.0086
3.3803 1.4472 0.7171 0.0146
3.2845 1.4207 0.8142 0.0267
3.2944 1.4327 0.9266 0.0105
3.3239 1.4352 0.7932 0.0081
3.2780 1.4245 0.9002 0.0172
3.3698 1.4550 0.7932 0.0021
3.3742 1.4633 0.8543 0.0075
3.3191 1.4445 0.9711 0.0074
3.3179 1.4440 0.9669 0.0115
3.2898 1.4314 0.9482 0.0181
3.3418 1.4545 0.9772 0.0097
3.3729 1.4677 0.9587 0.0070
3.3474 1.4570 0.9856 0.0093
3.3623 1.4562 0.8328 0.0134
3.3110 1.4392 0.9090 0.0006
3.3133 1.4384 0.8767 0.0170
3.2932 1.4223 0.7957 0.0151
3.2726 1.4245 0.9949 0.0139
3.3004 1.4362 0.9576 0.0057
3.3332 1.4506 0.9659 0.0220
3.3132 1.4416 0.9517 0.0041
3.3139 1.4424 0.9791 0.0005
3.2530 1.4155 0.9558 0.0147
3.3640 1.4500 0.7742 0.0276
3.3015 1.4369 0.9711 0.0032
3.2903 1.4206 0.7925 0.0166
3.3159 1.4413 0.9079 0.0107
3.3437 1.4360 0.7411 0.0175
3.3495 1.4565 0.9219 0.0086
3.3166 1.4332 0.8019 0.0145
3.3353 1.4423 0.8114 0.0117
3.3063 1.4390 0.9734 -0.0037
3.2767 1.4120 0.7714 0.0070
3.3396 1.4431 0.8021 0.0225
3.2721 1.4209 0.8812 0.0156
3.3225 1.4461 0.9760 0.0061
3.3141 1.4376 0.8598 0.0025
3.3459 1.4505 0.8483 0.0234
3.3377 1.4337 0.7426 0.0320
3.2910 1.4325 0.9982 0.0075
3.2769 1.4203 0.8447 0.0055
3.2827 1.4263 0.8951 0.0247
3.3605 1.4593 0.8830 0.0045
3.3094 1.4395 0.9357 0.0178
3.3021 1.4373 0.9912 -0.0002
3.3057 1.4388 0.9814 0.0050
3.3402 1.4446 0.8132 0.0239
3.3774 1.4479 0.7268 0.0188
3.3349 1.4354 0.7604 0.0218
3.3163 1.4427 0.9395 0.0196
3.2798 1.4201 0.8292 0.0247
3.3470 1.4502 0.8391 0.0093
3.3252 1.4309 0.7583 0.0068
3.2942 1.4233 0.8006 0.0184
3.3414 1.4530 0.9233 0.0104
3.2337 1.4074 0.9703 0.0093
3.3491 1.4556 0.9040 0.0136
3.3191 1.4447 0.9919 -0.0011
3.3201 1.4452 0.9942 0.0160
3.3117 1.4412 0.9655 0.0168
3.3400 1.4477 0.8456 0.0126
3.3224 1.4450 0.9297 0.0160
3.2728 1.4220 0.8955 0.0093
3.3510 1.4521 0.8409 0.0160
3.3474 1.4541 0.8912 0.0138
3.3029 1.4204 0.7526 0.0334
3.2928 1.4323 0.9330 0.0090
3.2850 1.4176 0.7865 0.0227
3.2622 1.4174 0.8961 0.0143
3.2655 1.4210 0.9596 0.0043
3.3414 1.4407 0.7773 0.0119
3.4039 1.4507 0.6864 0.0204
3.3061 1.4355 0.8793 0.0190
3.3400 1.4529 0.9375 0.0018
3.2531 1.4160 0.9888 0.0101
3.2742 1.4249 0.9629 0.0201
3.3472 1.4497 0.8333 0.0260
3.3082 1.4395 0.9554 0.0152
3.2932 1.4322 0.9262 0.0191
3.2729 1.4156 0.8137 0.0304
3.3535 1.4517 0.8258 0.0250
3.2664 1.4178 0.8725 0.0003
3.2996 1.4283 0.8249 0.0254
3.3399 1.4535 0.9686 0.0149
3.3005 1.4347 0.9102 0.0078
3.3026 1.4370 0.9511 0.0051
3.3345 1.4372 0.7737 0.0246
3.3039 1.4219 0.7593 0.0210
3.2980 1.4356 0.9972 0.0073
3.2721 1.4236 0.9447 0.0099
3.3289 1.4490 0.9918 0.0015
3.2515 1.4124 0.8905 0.0099
3.2830 1.4259 0.8864 0.0160
3.3033 1.4375 0.9616 0.0060
3.2979 1.4258 0.8083 0.0236
3.2959 1.4328 0.9113 0.0069
3.3005 1.4336 0.8886 -0.0124
3.2920 1.4321 0.9406 0.0167
3.3712 1.4435 0.7179 0.0240
3.2953 1.4343 0.9905 0.0038
3.3299 1.4326 0.7564 0.0135
3.2891 1.4314 0.9664 0.0063
3.2930 1.4264 0.8347 0.0199
3.2604 1.4145 0.8616 0.0003
3.3589 1.4609 0.9286 0.0142
3.3137 1.4332 0.8133 0.0082
3.3572 1.4612 0.9810 -0.0078
3.2976 1.4350 0.9625 0.0089
3.2793 1.4235 0.8729 0.0082
3.3112 1.4413 0.9980 0.0117
3.2871 1.4301 0.9449 0.0131
3.3326 1.4452 0.8537 0.0266
3.2778 1.4250 0.9139 0.0037
3.2778 1.4199 0.8359 0.0022
3.3406 1.4450 0.8152 0.0067
3.2996 1.4361 0.9727 -0.0075
3.3967 1.4765 0.9098 0.0100
3.2936 1.4327 0.9373 0.0059
3.3078 1.4395 0.9636 0.0209
3.2841 1.4290 0.9521 0.0107
3.2930 1.4331 0.9673 0.0176
3.3573 1.4590 0.9010 0.0037
3.2922 1.4313 0.9142 0.0340
3.3168 1.4432 0.9532 0.0173
3.3122 1.4394 0.9012 0.0033
3.3617 1.4550 0.8232 0.0242
3.2888 1.4313 0.9670 -0.0064
3.2949 1.4269 0.8320 0.0051
3.3404 1.4520 0.9084 -0.0012
3.3278 1.4484 0.9779 0.0125
3.3366 1.4511 0.9275 0.0231
3.2512 1.4127 0.8986 0.0158
3.2602 1.4026 0.7559 0.0212
3.3228 1.4463 0.9939 0.0112
3.3722 1.4652 0.8969 0.0096
3.3021 1.4359 0.9232 0.0130
3.2290 1.4055 0.9883 0.0100
3.3079 1.4390 0.9416 0.0146
3.3373 1.4465 0.8456 0.0076
3.2780 1.4257 0.9292 0.0111
3.3035 1.4348 0.8859 0.0008
3.2671 1.4209 0.9299 0.0145
3.3443 1.4551 0.9512 0.0252
3.2975 1.4333 0.9080 0.0242
3.3881 1.4597 0.7699 0.0206
3.3046 1.4376 0.9412 0.0141
3.2853 1.4296 0.9551 0.0146
3.2741 1.4237 0.9217 0.0005
3.3236 1.4447 0.9074 0.0150
3.3220 1.4319 0.7741 0.0257
3.3771 1.4604 0.8114 0.0158
3.2911 1.4271 0.8524 0.0023
3.3341 1.4494 0.9117 0.0068
3.2345 1.4076 0.9663 0.0179
3.3361 1.4479 0.8698 0.0126
3.3276 1.4467 0.9142 -0.0018
3.3120 1.4405 0.9302 0.0185
3.3431 1.4376 0.7518 0.0229
3.3072 1.4278 0.7917 0.0193
3.2996 1.4362 0.9861 0.0168
3.2925 1.4283 0.8602 0.0240
3.3408 1.4516 0.8971 0.0126
3.3609 1.4498 0.7823 0.0131
3.3802 1.4492 0.7272 0.0123
3.3109 1.4307 0.8020 0.0039
3.3190 1.4349 0.8080 0.0161
3.2789 1.4253 0.9087 0.0130
3.3207 1.4445 0.9362 0.0058
3.3168 1.4401 0.8790 0.0071
3.3003 1.4285 0.8242 0.0215
3.3262 1.4475 0.9638 0.0049
3.2781 1.4265 0.9601 0.0099
3.3673 1.4575 0.8246 0.0217
3.3289 1.4444 0.8648 0.0163
3.3547 1.4585 0.9150 0.0170
3.2944 1.4339 0.9871 0.0235
3.2699 1.4233 0.9934 0.0131
3.3333 1.4503 0.9505 0.0241
3.2986 1.4358 0.9958 -0.0014
3.3640 1.4641 0.9707 0.0054
3.3763 1.4625 0.8352 0.0162
3.3306 1.4266 0.7201 0.0103
3.3396 1.4535 0.9720 0.0099
3.3899 1.4636 0.7920 0.0166
3.2675 1.4135 0.8157 0.0072
3.2676 1.4199 0.8991 0.0179
3.2618 1.4174 0.8987 0.0088
3.3384 1.4531 0.9904 0.0137
3.3103 1.4363 0.8637 0.0057
3.3197 1.4431 0.9106 0.0122
3.3710 1.4607 0.8404 0.0190
3.2705 1.4234 0.9715 0.0125
3.3415 1.4504 0.8718 0.0036
3.2973 1.4351 0.9721 0.0208
3.3094 1.4338 0.8390 0.0133
3.2825 1.4284 0.9608 -0.0007
3.3010 1.4362 0.9466 0.0030
3.3050 1.4370 0.9173 0.0136
3.3163 1.4424 0.9320 0.0078
3.2575 1.4179 0.9982 0.0104
3.3073 1.4297 0.8066 0.0101
3.3197 1.4434 0.9176 0.0145
3.2512 1.4151 0.9845 0.0224
3.3003 1.4322 0.8683 0.0000
3.2648 1.4200 0.9328 0.0130
3.2770 1.4264 0.9923 0.0142
3.2995 1.4308 0.8540 0.0229
3.2797 1.4257 0.9100 -0.0038
3.2638 1.4192 0.9204 -0.0080
3.2879 1.4295 0.9162 0.0011
3.3073 1.4395 0.9760 0.0048
3.2960 1.4341 0.9520 0.0184
3.3033 1.4243 0.7775 0.0145
3.3131 1.4421 0.9904 0.0159
3.3409 1.4494 0.8614 0.0189
3.3316 1.4418 0.8220 0.0259
3.3919 1.4547 0.7298 0.0234
3.3098 1.4348 0.8476 0.0161
3.3341 1.4512 0.9820 0.0222
3.2759 1.4250 0.9350 0.0087
3.2733 1.4246 0.9673 0.0068
3.2797 1.4260 0.9187 0.0176
3.3129 1.4411 0.9358 0.0025
3.3013 1.4239 0.7812 0.0174
3.3178 1.4222 0.7258 0.0212
3.2742 1.4229 0.9006 0.0226
3.3194 1.4418 0.8879 0.0118
3.3158 1.4390 0.8678 0.0208
3.3214 1.4435 0.9050 0.0223
3.2972 1.4348 0.9609 0.0070
3.3101 1.4407 0.9790 0.0116
3.3115 1.4292 0.7882 0.0080
3.4062 1.4720 0.8032 0.0203
3.3488 1.4575 0.9751 0.0158
3.2645 1.4209 0.9848 0.0276
3.2969 1.4347 0.9578 0.0257
3.2735 1.4229 0.9074 0.0128
3.3533 1.4472 0.7879 0.0151
3.3255 1.4319 0.7638 0.0237
3.2821 1.4285 0.9780 -0.0166
3.3234 1.4380 0.8193 0.0266
3.3159 1.4427 0.9474 0.0093
3.2657 1.4211 0.9610 -0.0028
3.3593 1.4606 0.9178 0.0103
3.2960 1.4346 0.9861 0.0218
3.3044 1.4355 0.8912 0.0172
3.3170 1.4287 0.7672 0.0211
3.2871 1.4246 0.8429 0.0059
3.3359 1.4297 0.7243 0.0165
3.3593 1.4620 0.9662 0.0087
3.3751 1.4539 0.7684 0.0244
3.3700 1.4519 0.7694 0.0338
3.2808 1.4258 0.9025 0.0092
3.3014 1.4360 0.9339 0.0097
3.3066 1.4332 0.8452 0.0136
3.2736 1.4247 0.9662 0.0163
3.2852 1.4300 0.9995 -0.0040
3.2462 1.4129 0.9797 0.0149
3.3312 1.4477 0.9026 0.0158
3.2856 1.4239 0.8423 0.0115
3.2842 1.4162 0.7786 0.0173
3.3357 1.4379 0.7747 0.0260
3.3592 1.4621 0.9903 -0.0049
3.2755 1.4151 0.7994 0.0163
3.3245 1.4425 0.8640 0.0146
3.3047 1.4345 0.8725 0.0102
3.3000 1.4358 0.9486 0.0028
3.3330 1.4499 0.9380 0.0230
3.3859 1.4294 0.6352 0.0379
3.3533 1.4594 0.9734 0.0074
3.2894 1.4315 0.9633 0.0230
3.3369 1.4515 0.9348 0.0166
3.3084 1.4303 0.8083 0.0070
3.3521 1.4525 0.8401 0.0126
3.3308 1.4491 0.9448 0.0010
3.3132 1.4421 0.9820 0.0158
3.2799 1.4261 0.9187 0.0155
3.3270 1.4458 0.9014 0.0025
3.3301 1.4485 0.9347 -0.0040
3.3061 1.4342 0.8596 0.0136
3.3385 1.4523 0.9375 0.0216
3.2548 1.4151 0.9154 0.0134
3.3112 1.4312 0.8053 0.0087
3.2826 1.4247 0.8706 0.0322
3.3334 1.4364 0.7711 0.0234
3.3339 1.4490 0.9049 0.0147
3.3457 1.4536 0.8940 0.0112
3.3006 1.4357 0.9358 0.0044
3.3387 1.4332 0.7371 0.0254
3.3598 1.4541 0.8222 0.0172
3.3094 1.4392 0.9264 -0.0041
3.2835 1.4271 0.9054 0.0033
3.2572 1.4176 0.9693 0.0083
3.3476 1.4563 0.9398 0.0369
3.3268 1.4469 0.9291 0.0085
3.3176 1.4441 0.9970 0.0070
3.3522 1.4544 0.8639 0.0095
3.3196 1.4406 0.8676 0.0133
3.2964 1.4327 0.9046 0.0200
3.3161 1.4434 0.9935 0.0212
3.4549 1.4620 0.6468 0.0329
3.3559 1.4560 0.8629 0.0203
3.3404 1.4507 0.8845 0.0106
3.3422 1.4504 0.8685 0.0163
3.2674 1.4204 0.9130 0.0203
3.2787 1.4253 0.9113 0.0174
3.2767 1.4208 0.8529 0.0107
3.3305 1.4457 0.8731 0.0222
3.3221 1.4349 0.7967 0.0134
3.3217 1.4430 0.8915 0.0146
3.3381 1.4530 0.9835 0.0156
3.3276 1.4482 0.9711 0.0116
3.2994 1.4297 0.8406 0.0121
3.3956 1.4764 0.9173 0.0010
3.2985 1.4318 0.8728 -0.0091
3.3124 1.4289 0.7824 0.0138
3.2592 1.4169 0.9135 0.0049
3.2696 1.4230 0.9718 0.0267
3.3759 1.4532 0.7611 0.0276
3.3257 1.4460 0.9182 0.0180
3.2948 1.4336 0.9509 0.0037
3.3084 1.4300 0.8051 0.0264
3.3611 1.4506 0.7875 0.0095
3.2837 1.4287 0.9488 0.0087
3.3029 1.4320 0.8498 -0.0033
3.2656 1.4173 0.8697 0.0082
3.3481 1.4517 0.8511 -0.0082
3.3405 1.4532 0.9405 0.0217
3.3457 1.4553 0.9340 0.0062
3.2802 1.4259 0.9115 0.0119
3.2825 1.4257 0.8861 0.0109
3.3918 1.4577 0.7472 0.0295
3.2806 1.4269 0.9316 0.0152
3.3332 1.4414 0.8112 0.0109
3.3032 1.4365 0.9236 0.0002
3.2395 1.4078 0.9011 0.0091
3.3276 1.4477 0.9423 0.0056
3.3135 1.4372 0.8571 -0.0036
3.2900 1.4320 0.9833 0.0030
3.3222 1.4387 0.8317 0.0227
3.3101 1.4392 0.9177 0.0192
3.3441 1.4544 0.9304 0.0088
3.2705 1.4202 0.8815 0.0116
3.3505 1.4538 0.8653 0.0158
3.2462 1.4130 0.9938 0.0303
3.2859 1.4286 0.9147 0.0308
3.3060 1.4361 0.8897 0.0150
3.2742 1.4209 0.8676 0.0043
3.2565 1.4169 0.9494 0.0108
3.2761 1.4255 0.9508 0.0100
3.2781 1.4258 0.9324 0.0038
3.3666 1.4595 0.8482 0.0125
3.2938 1.4311 0.8953 0.0112
3.3226 1.4460 0.9643 0.0117
3.3328 1.4502 0.9538 0.0069
3.3879 1.4518 0.7236 0.0301
3.4062 1.4437 0.6554 0.0315
3.3172 1.4434 0.9537 0.0048
3.3268 1.4434 0.8635 0.0150
3.3257 1.4350 0.7854 0.0181
3.3518 1.4577 0.9277 0.0127
3.3347 1.4502 0.9249 0.0070
3.3097 1.4395 0.9318 0.0181
3.3271 1.4451 0.8862 0.0137
3.2532 1.4130 0.8882 0.0084
3.3078 1.4395 0.9622 0.0167
3.3153 1.4430 0.9799 0.0173
3.3485 1.4487 0.8175 0.0057
3.3162 1.4357 0.8269 0.0169
3.2928 1.4322 0.9313 0.0179
3.3118 1.4406 0.9369 0.0160
3.3297 1.4493 0.9879 0.0015
3.3172 1.4321 0.7914 0.0030
3.3195 1.4445 0.9568 0.0093
3.2660 1.4192 0.8984 -0.0045
3.3305 1.4451 0.8639 0.0080
3.3973 1.4554 0.7215 0.0155
3.3182 1.4427 0.9164 0.0146
3.2522 1.4149 0.9448 0.0060
3.3166 1.4405 0.8873 0.0313
3.2994 1.4349 0.9280 0.0006
3.3524 1.4557 0.8815 0.0264
3.2864 1.4274 0.8878 0.0111
3.3382 1.4509 0.9055 0.0122
3.2854 1.4293 0.9428 0.0028
3.3892 1.4517 0.7203 0.0278
3.2815 1.4217 0.8378 0.0035
3.3690 1.4636 0.8921 -0.0026
3.2826 1.4288 0.9793 0.0087
3.2803 1.4271 0.9422 0.0144
3.3170 1.4334 0.8021 0.0245
3.2938 1.4333 0.9547 0.0093
3.3175 1.4380 0.8463 0.0193
3.3345 1.4513 0.9809 0.0032
3.2635 1.4199 0.9454 0.0126
3.2963 1.4315 0.8840 0.0031
3.4193 1.4621 0.7083 0.0172
3.3115 1.4229 0.7453 0.0268
3.3216 1.4441 0.9164 0.0003
3.3477 1.4571 0.9892 0.0051
3.3196 1.4361 0.8169 0.0316
3.3175 1.4394 0.8642 0.0046
3.2411 1.4081 0.8935 0.0254
3.3234 1.4464 0.9742 0.0084
3.2717 1.4240 0.9854 0.0018
3.3165 1.4434 0.9752 0.0098
3.2982 1.4356 0.9909 0.0044
3.3172 1.4419 0.9088 0.0101
3.2979 1.4355 0.9925 0.0149
3.3680 1.4605 0.8534 0.0122
3.3060 1.4377 0.9240 0.0160
3.2724 1.4172 0.8324 0.0209
3.3100 1.4337 0.8339 0.0167
3.2643 1.4176 0.8841 0.0074
3.2822 1.4249 0.8753 0.0043
3.2862 1.4296 0.9412 0.0163
3.3028 1.4375 0.9758 0.0113
3.2946 1.4263 0.8270 0.0068
3.3089 1.4255 0.7692 0.0139
3.3199 1.4450 0.9820 0.0072
3.3662 1.4614 0.8769 0.0024
3.3037 1.4293 0.8176 0.0155
3.3123 1.4416 0.9753 0.0221
3.3301 1.4491 0.9561 0.0023
3.3481 1.4570 0.9626 0.0038
3.3744 1.4665 0.9044 0.0013
3.3192 1.4442 0.9511 0.0198
3.2672 1.4221 0.9881 0.0200
3.3630 1.4638 0.9866 0.0136
3.2918 1.4328 0.9965 0.0077
3.2798 1.4268 0.9401 0.0101
3.3436 1.4450 0.8034 0.0276
3.2701 1.4232 0.9744 0.0164
3.3574 1.4603 0.9336 -0.0002
3.3165 1.4427 0.9390 0.0020
3.2920 1.4266 0.8418 0.0130
3.2773 1.4236 0.8901 0.0088
3.3409 1.4531 0.9322 0.0080
3.3095 1.4400 0.9496 0.0094
3.3606 1.4628 0.9979 -0.0019
3.3487 1.4530 0.8650 0.0079
3.3974 1.4602 0.7477 0.0214
3.3255 1.4417 0.8486 0.0023
3.3536 1.4570 0.8940 0.0123
3.3292 1.4396 0.8106 0.0113
3.2567 1.4151 0.8976 0.0201
3.3077 1.4387 0.9329 0.0085
3.2796 1.4231 0.8662 0.0221
3.2548 1.4167 0.9833 0.0135
3.3413 1.4532 0.9284 0.0110
3.3683 1.4523 0.7773 0.0121
3.2640 1.4183 0.8979 0.0087
3.3145 1.4398 0.8895 0.0306
3.2951 1.4327 0.9188 0.0009
3.3108 1.4379 0.8853 0.0124
3.3222 1.4461 0.9986 0.0060
3.2896 1.4308 0.9317 0.0153
3.3036 1.4376 0.9576 0.0067
3.3482 1.4574 0.9900 0.0138
3.2922 1.4326 0.9579 0.0079
3.3267 1.4338 0.7733 0.0134
3.2958 1.4187 0.7612 0.0220
3.3511 1.4305 0.6968 0.0248
3.2614 1.4196 0.9974 0.0121
3.3517 1.4382 0.7339 0.0178
3.3500 1.4378 0.7356 0.0128
3.3462 1.4560 0.9518 0.0083
3.2588 1.4179 0.9480 0.0092
3.3354 1.4513 0.9526 0.0110
3.3802 1.4596 0.7936 0.0172
3.3173 1.4432 0.9454 0.0093
3.3094 1.4377 0.8916 -0.0017
3.3394 1.4535 0.9908 0.0154
3.2667 1.4209 0.9325 0.0097
3.3353 1.4502 0.9182 0.0151
3.3316 1.4491 0.9319 -0.0023
3.3226 1.4453 0.9361 0.0083
3.2910 1.4324 0.9749 -0.0007
3.2753 1.4191 0.8389 0.0014
3.2798 1.4188 0.8164 0.0085
3.3636 1.4572 0.8379 0.0144
3.3070 1.4308 0.8182 0.0158
3.3437 1.4526 0.8916 0.0092
3.2972 1.4323 0.8909 0.0203
3.2922 1.4329 0.9781 0.0027
3.2786 1.4193 0.8259 0.0113
3.3186 1.4443 0.9697 -0.0077
3.3533 1.4581 0.9198 0.0085
3.3149 1.4428 0.9753 0.0160
3.3028 1.4374 0.9701 0.0106
3.3123 1.4207 0.7304 0.0203
3.2964 1.4316 0.8853 0.0113
3.3608 1.4331 0.6897 0.0299
3.3406 1.4448 0.8133 0.0087
3.3343 1.4512 0.9780 0.0156
3.3323 1.4504 0.9832 0.0132
3.3037 1.4364 0.9176 0.0153
3.2968 1.4350 0.9965 0.0057
3.3883 1.4566 0.7496 0.0240
3.2865 1.4285 0.9073 -0.0048
3.3000 1.4364 0.9835 0.0065
3.3504 1.4343 0.7160 0.0207
3.3613 1.4530 0.8066 0.0105
3.3241 1.4465 0.9568 0.0239
3.2967 1.4330 0.9082 -0.0001
3.3709 1.4661 0.9289 0.0114
3.2891 1.4316 0.9836 0.0050
3.2797 1.4274 0.9734 0.0050
3.3030 1.4362 0.9185 0.0165
3.3388 1.4490 0.8688 0.0099
3.2808 1.4220 0.8447 0.0083
3.3735 1.4663 0.9070 0.0079
3.3274 1.4431 0.8562 0.0177
3.3329 1.4503 0.9573 0.0073
3.3082 1.4398 0.9746 -0.0036
3.3004 1.4334 0.8849 0.0028
3.3081 1.4349 0.8583 0.0278
3.3541 1.4519 0.8251 0.0253
3.2627 1.4196 0.9489 -0.0018
3.3577 1.4308 0.6855 0.0263
3.3860 1.4529 0.7340 0.0278
3.3337 1.4483 0.8934 0.0180
3.2724 1.4187 0.8485 0.0096
3.2523 1.4145 0.9304 0.0248
3.2909 1.4308 0.9157 0.0199
3.2924 1.4307 0.9002 0.0179
3.3475 1.4548 0.9024 0.0164
3.3597 1.4581 0.8692 0.0162
3.3435 1.4509 0.8672 0.0069
3.2792 1.4272 0.9776 0.0145
3.2825 1.4287 0.9798 0.0145
3.3032 1.4287 0.8140 0.0271
3.2830 1.4281 0.9368 0.0195
3.3238 1.4416 0.8566 0.0130
3.2909 1.4324 0.9817 0.0164
3.2587 1.4101 0.8202 0.0157
3.2724 1.4235 0.9381 0.0132
3.2956 1.4320 0.8974 0.0155
3.3063 1.4324 0.8379 0.0085
3.3149 1.4422 0.9454 -0.0004
3.2513 1.4150 0.9711 0.0080
3.3196 1.4436 0.9235 0.0159
3.2524 1.4154 0.9623 0.0112
3.3160 1.4427 0.9463 0.0056
3.2551 1.4109 0.8449 0.0278
3.2957 1.4147 0.7370 0.0197
3.2972 1.4339 0.9258 0.0015
3.2948 1.4335 0.9459 -0.0012
3.3111 1.4407 0.9512 0.0160
3.3152 1.4418 0.9272 0.0047
3.2726 1.4208 0.8775 0.0066
3.2942 1.4338 0.9834 0.0114
3.3556 1.4604 0.9701 -0.0055
3.3779 1.4531 0.7554 0.0163
3.2934 1.4333 0.9685 0.0081
3.3290 1.4253 0.7173 0.0136
3.2874 1.4308 0.9828 0.0175
3.2935 1.4212 0.7862 0.0313
3.3158 1.4423 0.9358 0.0051
3.2662 1.4128 0.8145 0.0112
3.3126 1.4399 0.9083 0.0197
3.3320 1.4442 0.8454 0.0088
3.2901 1.4277 0.8671 0.0048
3.3132 1.4385 0.8778 0.0071
3.3095 1.4387 0.9118 0.0111
3.3041 1.4341 0.8709 0.0236
3.2831 1.4281 0.9364 0.0169
3.2932 1.4159 0.7505 0.0047
3.3579 1.4613 0.9647 0.0150
3.3062 1.4390 0.9825 0.0048
3.2834 1.4233 0.8477 0.0213
3.3414 1.4503 0.8719 0.0263
3.2907 1.4318 0.9517 0.0022
3.3220 1.4445 0.9216 0.0101
3.3583 1.4573 0.8661 0.0148
3.3221 1.4407 0.8551 0.0012
3.3239 1.4433 0.8812 0.0103
3.3139 1.4424 0.9960 0.0187
3.2693 1.4228 0.9687 0.0105
3.3196 1.4431 0.9115 0.0153
3.2966 1.4336 0.9241 0.0043
3.3250 1.4354 0.7903 0.0320
3.2779 1.4260 0.9419 0.0157
3.3133 1.4415 0.9441 0.0101
3.3229 1.4395 0.8361 0.0030
3.3503 1.4577 0.9499 0.0100
3.3644 1.4487 0.7646 0.0150
3.3237 1.4416 0.8568 0.0131
3.3085 1.4398 0.9634 -0.0021
3.2999 1.4272 0.8131 0.0175
3.2939 1.4338 0.9982 0.0060
3.3276 1.4484 0.9912 0.0193
3.3565 1.4544 0.8404 0.0085
3.2536 1.4160 0.9718 0.0130
3.3386 1.4531 0.9779 0.0112
3.3746 1.4689 0.9927 0.0181
3.2753 1.4256 0.9803 0.0130
3.2900 1.4298 0.9018 -0.0006
3.3478 1.4562 0.9336 0.0161
3.3139 1.4348 0.8288 0.0181
3.3393 1.4469 0.8407 0.0079
3.3294 1.4399 0.8127 0.0104
3.3117 1.4345 0.8350 0.0222
3.3177 1.4432 0.9361 0.0253
3.2705 1.4235 0.9760 -0.0040
3.2860 1.4124 0.7480 0.0158
3.3368 1.4521 0.9600 0.0156
3.3269 1.4457 0.9002 0.0179
3.3443 1.4530 0.8952 0.0117
3.3499 1.4553 0.8920 0.0224
3.2939 1.4330 0.9439 0.0035
3.3053 1.4355 0.8859 0.0280
3.2788 1.4272 0.9877 0.0133
3.2765 1.4262 0.9966 0.0174
3.2834 1.4198 0.8109 0.0055
3.3241 1.4402 0.8388 0.0021
3.2676 1.4207 0.9177 0.0164
3.2998 1.4362 0.9735 -0.0008
3.3006 1.4331 0.8786 0.0248
3.2814 1.4280 0.9617 0.0011
3.2698 1.4211 0.9043 0.0174
3.3094 1.4279 0.7846 0.0117
3.2822 1.4260 0.8951 0.0085
3.3369 1.4467 0.8495 0.0066
3.3469 1.4542 0.8969 0.0089
3.2956 1.4345 0.9989 0.0072
3.3096 1.4363 0.8687 0.0069
3.3218 1.4453 0.9471 0.0227
3.3546 1.4602 0.9895 0.0020
3.2539 1.4158 0.9533 0.0238
3.2926 1.4326 0.9505 -0.0021
3.3235 1.4466 0.9878 0.0212
3.3340 1.4500 0.9278 0.0181
3.3222 1.4441 0.9105 0.0212
3.2967 1.4347 0.9649 0.0122
3.3658 1.4619 0.8872 0.0101
3.3300 1.4493 0.9750 0.0032
3.3341 1.4513 0.9968 0.0143
3.3157 1.4400 0.8842 0.0168
3.3301 1.4495 0.9933 0.0102
3.3131 1.4354 0.8386 0.0120
3.3468 1.4500 0.8389 0.0185
3.3493 1.4550 0.8909 0.0168
3.2927 1.4297 0.8802 0.0216
3.3657 1.4421 0.7223 0.0141
3.2920 1.4320 0.9364 0.0081
3.3511 1.4562 0.8994 0.0191
3.2813 1.4212 0.8340 0.0154
3.3129 1.4401 0.9089 -0.0021
3.3219 1.4431 0.8912 0.0279
3.3156 1.4334 0.8075 0.0122
3.3141 1.4394 0.8862 0.0155
3.3734 1.4636 0.8630 0.0088
3.2542 1.4163 0.9739 0.0070
3.2858 1.4298 0.9582 0.0116
3.3057 1.4307 0.8222 0.0067
3.3316 1.4497 0.9563 0.0094
3.3034 1.4206 0.7522 0.0166
3.2941 1.4323 0.9180 -0.0001
3.3311 1.4496 0.9635 -0.0035
3.3520 1.4419 0.7547 0.0149
3.2884 1.4261 0.8551 0.0146
3.2966 1.4339 0.9348 0.0129
