m1_source m2_source chi_1 cos_tilt_1 chi_2 cos_tilt_2 m_tot_source m_chirp_source q chi_eff lambda_1 lambda_2 ra dec D_L cos_theta_jn
1.7057 1.5982 0.0490 0.0202 0.0487 0.5607 3.3039 1.4372 0.9370 0.0137 1177.4199 452.8220 0.6790 -1.0261 157.3445 -0.6750
1.8691 1.4781 0.0222 0.6181 0.0414 0.8817 3.3472 1.4450 0.7908 0.0238 489.6646 1723.7793 3.7323 0.6279 131.2003 0.6434
1.7327 1.6021 0.0354 0.3670 0.0290 -0.2642 3.3348 1.4502 0.9246 0.0031 71.4056 207.4316 1.3687 -0.3044 113.1857 0.3889
1.7558 1.5186 0.0113 -0.3803 0.0247 0.6671 3.2744 1.4208 0.8649 0.0053 84.7121 399.5225 1.4144 -0.4873 212.3586 -0.9355
1.7290 1.6106 0.0086 0.5726 0.0311 0.1708 3.3397 1.4526 0.9315 0.0051 16.8840 547.2667 1.6115 0.1749 105.7207 -0.6806
1.7716 1.4972 0.0389 0.5363 0.0465 0.6803 3.2688 1.4168 0.8451 0.0258 1387.3962 1897.9055 1.2282 -0.8134 227.1357 -0.8822
1.8038 1.5146 0.0440 0.9806 0.0192 0.2564 3.3184 1.4378 0.8397 0.0257 427.2462 133.9325 4.0398 0.5118 155.7565 0.6850
1.6832 1.6292 0.0267 0.9519 0.0404 -0.2469 3.3123 1.4415 0.9679 0.0080 673.6587 60.0581 4.6411 0.1494 142.6574 -0.7185
1.9901 1.3339 0.0421 0.9399 0.0136 0.5587 3.3240 1.4128 0.6702 0.0267 28.0748 449.0623 4.2870 0.4702 240.6938 0.9469
1.7187 1.5583 0.0327 0.6443 0.0203 0.4762 3.2770 1.4243 0.9066 0.0156 797.6166 2881.2257 1.4080 -0.6583 200.3879 -0.9337
1.7121 1.5770 0.0424 0.9340 0.0421 0.3267 3.2891 1.4302 0.9210 0.0272 386.2347 837.5333 3.5624 0.5401 181.7327 -0.7286
1.7661 1.5011 0.0281 0.8466 0.0185 -0.0801 3.2672 1.4165 0.8500 0.0122 1147.5911 703.8766 1.0640 -0.7143 227.9163 -0.9915
1.7358 1.5650 0.0421 0.5920 0.0156 0.8807 3.3008 1.4344 0.9016 0.0196 327.2144 1116.7462 3.2458 0.8075 166.6924 0.9764
1.7926 1.5200 0.0296 0.1121 0.0121 0.9535 3.3125 1.4360 0.8479 0.0071 56.8291 258.8511 3.5019 0.9592 160.2827 -0.8340
1.6584 1.6371 0.0415 0.4329 0.0232 -0.3348 3.2955 1.4344 0.9872 0.0052 0.6691 64.8694 4.5048 0.1383 166.2083 -0.7983
1.8083 1.4839 0.0348 0.3270 0.0171 0.7958 3.2922 1.4247 0.8206 0.0124 323.3408 78.9316 3.9610 0.5593 199.3623 0.8092
1.9344 1.4248 0.0037 0.2190 0.0368 0.7588 3.3593 1.4419 0.7366 0.0123 125.2167 273.1431 0.2005 -0.9807 140.0812 0.7908
1.8517 1.5344 0.0413 0.4313 0.0272 -0.4640 3.3861 1.4661 0.8286 0.0040 338.4202 2513.7002 4.2239 -0.5599 62.1209 0.1957
1.6578 1.6210 0.0478 0.7631 0.0175 0.4342 3.2788 1.4271 0.9778 0.0222 1153.7775 11.4102 4.3276 0.2512 192.2792 0.7909
1.8812 1.4691 0.0390 0.9919 0.0365 0.3251 3.3504 1.4451 0.7810 0.0269 52.1825 4497.8959 3.9685 0.6136 131.1969 0.4269
1.8607 1.4555 0.0194 0.8521 0.0087 -0.1474 3.3162 1.4305 0.7823 0.0087 40.3437 122.6570 1.4788 -0.0382 178.5594 0.8064
1.6546 1.6351 0.0048 -0.3088 0.0453 0.4213 3.2897 1.4319 0.9882 0.0087 200.2153 271.8291 3.9363 0.9866 175.1597 0.9173
1.6801 1.5977 0.0101 0.4267 0.0013 0.6064 3.2779 1.4262 0.9509 0.0026 257.2876 0.9696 1.5794 -0.4008 193.3684 -0.8172
1.9555 1.4196 0.0403 0.9292 0.0430 0.0310 3.3751 1.4468 0.7260 0.0222 160.3302 533.9044 4.1579 0.9517 124.6518 0.4019
1.7012 1.5811 0.0278 0.3322 0.0015 0.3496 3.2823 1.4276 0.9294 0.0050 543.8760 386.9774 4.2515 0.3900 189.0410 0.8613
1.7042 1.6373 0.0260 -0.4350 0.0404 0.8669 3.3415 1.4541 0.9608 0.0114 715.3453 2082.4718 3.9128 0.9371 100.7451 -0.2904
1.7950 1.4830 0.0391 0.4449 0.0100 -0.1930 3.2780 1.4191 0.8262 0.0087 318.7573 86.2846 4.3770 0.1834 218.5717 0.9530
1.6688 1.5990 0.0200 0.4254 0.0436 -0.1083 3.2678 1.4220 0.9582 0.0020 111.3618 534.5237 1.2021 -0.4600 207.8529 0.8360
1.6957 1.6220 0.0264 -0.2780 0.0230 0.0875 3.3177 1.4437 0.9566 -0.0028 307.7644 201.7196 4.4421 -0.2018 134.1026 0.8122
1.8490 1.5261 0.0478 0.9077 0.0305 -0.6163 3.3751 1.4610 0.8254 0.0153 266.0696 942.2949 4.3287 -0.3357 79.0805 0.3444
1.8592 1.4882 0.0382 0.4703 0.0380 0.1009 3.3474 1.4463 0.8005 0.0117 329.8580 230.9881 4.5460 0.5990 126.2512 0.4722
1.8693 1.4744 0.0317 0.0474 0.0485 0.7099 3.3437 1.4432 0.7888 0.0160 61.6239 1023.9967 1.5683 0.0961 136.5954 -0.7276
1.7069 1.5696 0.0214 0.8347 0.0246 -0.3858 3.2766 1.4247 0.9196 0.0048 366.6243 550.0855 4.3272 0.2688 198.4647 0.7614
1.6535 1.5878 0.0365 0.6354 0.0090 0.9890 3.2413 1.4105 0.9603 0.0162 325.1359 1211.4537 1.0369 -0.5615 249.8377 0.9745
1.8860 1.4731 0.0052 0.7856 0.0363 0.8707 3.3591 1.4488 0.7811 0.0162 250.9490 270.4230 1.4211 -0.0837 118.4013 0.5710
1.8101 1.5412 0.0304 0.6859 0.0298 -0.1512 3.3513 1.4531 0.8515 0.0092 329.3684 122.1928 1.3568 -0.6756 104.3800 0.0651
1.8117 1.5395 0.0049 0.9761 0.0198 0.6019 3.3511 1.4529 0.8497 0.0081 174.1970 919.3287 4.4547 0.0007 104.2137 0.4391
1.8254 1.4802 0.0369 0.6582 0.0372 0.4800 3.3056 1.4294 0.8109 0.0214 382.0253 599.1476 0.7663 -0.6516 183.8163 0.7501
1.8288 1.5034 0.0277 0.2302 0.0368 0.6962 3.3322 1.4421 0.8220 0.0151 88.1279 431.2730 1.2461 -0.3861 140.1114 0.5413
1.7689 1.5589 0.0178 -0.1980 0.0003 -0.7287 3.3278 1.4451 0.8813 -0.0020 102.6926 996.8713 4.0965 0.4219 129.3142 0.4153
1.7318 1.5945 0.0392 0.3749 0.0300 0.2896 3.3263 1.4464 0.9207 0.0118 374.3147 2787.5580 4.4410 -0.1698 126.1159 0.7581
1.9189 1.4485 0.0472 0.3282 0.0266 0.5254 3.3674 1.4485 0.7548 0.0148 421.2144 2551.0588 4.3976 -0.0070 118.8865 0.5144
1.7635 1.5651 0.0465 0.3668 0.0322 -0.2036 3.3286 1.4458 0.8875 0.0060 61.7469 243.1743 3.6283 0.8465 128.4540 0.5246
1.8324 1.4972 0.0217 0.4783 0.0404 0.6547 3.3296 1.4405 0.8171 0.0176 1602.7898 414.4005 4.4686 -0.2152 145.8563 -0.9198
1.6885 1.5987 0.0464 0.7395 0.0062 -0.6851 3.2871 1.4302 0.9468 0.0156 1321.8091 398.4634 1.4740 0.0116 181.1693 0.7924
1.6786 1.6508 0.0072 -0.1041 0.0331 0.9555 3.3294 1.4491 0.9835 0.0153 23.6941 642.0305 4.4088 -0.2515 117.8840 0.7071
1.7056 1.5680 0.0198 -0.6605 0.0191 0.9420 3.2736 1.4234 0.9193 0.0018 584.3330 730.8481 0.8599 -1.0116 202.5550 -0.9619
1.6685 1.6405 0.0182 0.4333 0.0272 -0.2495 3.3090 1.4403 0.9832 0.0006 154.9592 18.5510 4.4491 -0.0937 146.1740 0.7747
1.6731 1.6409 0.0102 0.0000 0.0163 0.8785 3.3140 1.4424 0.9807 0.0071 59.5224 102.7696 1.0761 -0.6986 139.0197 0.6507
1.8556 1.5209 0.0325 0.0005 0.0294 -0.4721 3.3765 1.4610 0.8196 -0.0062 86.9614 105.1039 1.1862 -0.1703 77.5218 0.3401
1.7052 1.6205 0.0216 0.8023 0.0377 0.4242 3.3257 1.4470 0.9503 0.0167 240.6103 291.9681 1.3026 -1.1920 124.8539 0.4627
1.9797 1.3970 0.0493 0.9961 0.0081 0.2710 3.3767 1.4434 0.7057 0.0297 243.8244 340.1192 1.6256 -0.1096 136.5796 -0.5918
1.7956 1.5278 0.0044 0.7445 0.0360 0.7535 3.3235 1.4410 0.8509 0.0142 1207.9063 740.1713 1.3708 -0.0478 143.8372 0.7393
1.6897 1.6075 0.0195 0.7884 0.0150 -0.4752 3.2973 1.4347 0.9513 0.0044 781.6951 86.2628 4.2512 0.2460 164.3466 0.7895
1.8725 1.4661 0.0095 0.1590 0.0261 0.5820 3.3386 1.4403 0.7830 0.0075 155.9947 667.6710 3.4504 0.5794 145.3648 -0.8162
1.7706 1.5391 0.0209 0.8918 0.0054 -0.6475 3.3097 1.4364 0.8693 0.0083 1319.3625 742.0081 1.2823 -0.3976 158.3117 0.6145
1.7387 1.5977 0.0357 -0.1620 0.0489 0.6004 3.3364 1.4507 0.9189 0.0110 353.0106 203.7457 4.6224 -0.2385 112.3424 0.5178
1.8109 1.5102 0.0056 0.0313 0.0102 0.8931 3.3212 1.4385 0.8340 0.0042 441.5991 122.6731 1.4679 0.2081 151.4022 0.8617
1.7307 1.5733 0.0273 0.2004 0.0459 -0.0296 3.3039 1.4362 0.9091 0.0022 177.4485 111.6463 4.2105 0.4690 159.7444 0.7005
1.8109 1.5137 0.0392 0.5178 0.0095 -0.5658 3.3247 1.4402 0.8359 0.0086 666.8478 144.6642 1.2361 -0.8005 146.2548 -0.5658
1.6681 1.6514 0.0087 0.8350 0.0294 0.5209 3.3195 1.4449 0.9900 0.0113 707.3131 888.9181 0.9686 -1.0015 131.4589 -0.5982
1.7609 1.5602 0.0168 0.9825 0.0195 0.9472 3.3212 1.4424 0.8860 0.0174 409.0613 726.1695 4.9977 -0.1353 139.7200 0.9633
1.6518 1.6515 0.0180 -0.4153 0.0348 -0.1782 3.3033 1.4378 0.9998 -0.0068 203.3978 6.2447 0.3177 -0.6880 153.3870 -0.7640
1.7019 1.5759 0.0408 0.3560 0.0170 0.0461 3.2778 1.4255 0.9260 0.0079 553.0019 365.8760 4.0451 0.5659 196.4842 0.8232
1.6512 1.6275 0.0396 0.7149 0.0322 0.5335 3.2788 1.4271 0.9856 0.0228 1740.4641 109.2442 4.3587 0.3899 191.8726 0.7693
1.6698 1.6133 0.0435 0.2029 0.0273 0.9553 3.2831 1.4288 0.9661 0.0173 1113.2778 110.8313 0.9266 -0.6770 185.6253 0.8561
1.7330 1.5268 0.0200 0.3948 0.0126 0.3339 3.2598 1.4155 0.8810 0.0062 337.4108 258.1279 4.2277 0.4321 230.9626 0.9161
1.8405 1.4783 0.0319 0.6743 0.0389 0.3377 3.3187 1.4342 0.8032 0.0178 831.0111 1554.5542 1.3777 0.2571 166.9336 0.9593
1.7127 1.5961 0.0387 0.7991 0.0044 0.5768 3.3088 1.4392 0.9319 0.0172 939.6439 134.1895 3.4656 0.5619 151.0500 -0.9364
1.6628 1.6206 0.0319 0.6902 0.0213 0.3543 3.2834 1.4290 0.9746 0.0149 102.9344 159.4503 1.3779 -0.4880 185.2024 -0.8178
1.9302 1.4295 0.0332 0.8362 0.0256 0.6439 3.3597 1.4428 0.7406 0.0229 231.3221 387.6232 0.2583 -0.5543 137.9368 0.6968
1.6950 1.5680 0.0017 -0.4993 0.0010 -0.7600 3.2630 1.4190 0.9250 -0.0008 371.6263 96.1548 3.9736 0.5688 218.0041 0.9943
1.6658 1.6501 0.0359 0.6456 0.0009 -0.8394 3.3159 1.4433 0.9906 0.0113 521.1616 493.1292 3.3258 0.5402 136.3644 -0.8305
1.6657 1.6221 0.0362 0.4479 0.0256 0.2717 3.2878 1.4309 0.9738 0.0116 1275.4613 421.0876 3.8512 0.1669 178.2487 -0.8146
1.6477 1.6121 0.0266 0.7009 0.0131 0.1915 3.2598 1.4188 0.9784 0.0107 210.0320 752.1106 4.3320 0.2068 219.8041 0.9777
1.7253 1.5836 0.0247 0.2859 0.0474 0.9930 3.3089 1.4387 0.9179 0.0262 632.6183 2351.3881 4.0083 1.0897 152.9073 0.8143
1.7477 1.5822 0.0180 0.9083 0.0033 0.4612 3.3299 1.4473 0.9053 0.0093 846.2902 943.8421 0.7364 -0.9816 122.9404 -0.5490
1.7606 1.5303 0.0433 0.7189 0.0286 0.9249 3.2910 1.4283 0.8692 0.0290 41.9104 1621.8832 1.2761 -0.3721 188.4151 0.9459
1.7806 1.4932 0.0423 0.3550 0.0134 0.6339 3.2738 1.4184 0.8386 0.0120 374.2198 321.2199 4.4540 0.1878 221.0588 0.9061
1.7088 1.5744 0.0361 0.1592 0.0321 0.9207 3.2831 1.4276 0.9213 0.0172 1355.1593 99.8476 0.8476 -0.6573 189.4045 0.9255
1.6908 1.6190 0.0420 0.5082 0.0486 0.3366 3.3098 1.4403 0.9575 0.0189 512.5324 70.8794 1.3289 -0.2794 147.6151 0.6614
1.8783 1.4465 0.0169 0.7643 0.0492 0.2617 3.3248 1.4325 0.7701 0.0129 27.8996 524.4342 0.6504 -0.7978 172.3937 -0.8899
1.8507 1.4676 0.0376 0.7234 0.0345 0.5224 3.3183 1.4328 0.7930 0.0231 165.0120 161.3297 3.6868 0.7680 172.3779 0.9659
1.9477 1.3864 0.0266 0.9523 0.0322 0.0119 3.3342 1.4265 0.7118 0.0150 75.2114 176.5536 3.6562 0.9054 192.3877 -0.8832
1.7701 1.5442 0.0468 0.8000 0.0237 0.7609 3.3143 1.4386 0.8724 0.0284 1467.8668 877.8592 1.4014 0.2254 153.4248 0.9292
1.7249 1.6053 0.0063 0.5187 0.0013 0.1886 3.3301 1.4484 0.9307 0.0018 6.1914 632.0347 4.8250 -0.5525 118.7524 -0.9482
1.7076 1.6076 0.0416 0.4966 0.0350 0.3088 3.3152 1.4422 0.9414 0.0159 1249.2307 106.7826 4.6507 -0.3859 139.8716 -0.8404
1.7266 1.6137 0.0397 0.0971 0.0248 0.7212 3.3403 1.4530 0.9346 0.0106 899.7826 44.1285 1.5287 -0.0570 105.0389 -0.4401
1.6897 1.6209 0.0341 0.4755 0.0230 0.3808 3.3106 1.4407 0.9593 0.0126 651.0706 15.3290 3.8977 0.6548 145.0867 0.6959
1.8684 1.4506 0.0385 0.3093 0.0270 0.5178 3.3190 1.4309 0.7764 0.0128 11.4706 934.5529 4.2981 0.3419 177.6330 0.7885
1.6913 1.5863 0.0070 -0.5214 0.0453 0.6337 3.2776 1.4258 0.9379 0.0120 305.1860 248.2898 1.3096 -0.2244 195.5796 0.8673
1.7173 1.5680 0.0459 0.5707 0.0267 0.8306 3.2853 1.4282 0.9131 0.0243 1595.9865 1019.6615 1.4379 0.0387 188.0386 0.9636
1.6824 1.5852 0.0355 0.3084 0.0026 -0.4876 3.2675 1.4215 0.9422 0.0050 184.8424 248.2804 4.0846 0.5496 210.0966 0.7884
1.6626 1.6503 0.0439 0.7694 0.0095 -0.9323 3.3129 1.4420 0.9926 0.0126 685.4854 491.8700 3.5492 0.8038 141.1791 -0.7805
1.6563 1.5623 0.0220 -0.4768 0.0428 0.6597 3.2186 1.4003 0.9432 0.0083 615.7101 69.8047 1.4172 -0.5809 286.1506 -0.9880
1.7826 1.5603 0.0137 0.5690 0.0101 0.6612 3.3429 1.4512 0.8753 0.0073 238.3009 229.0549 1.1543 -0.6390 110.0091 -0.1041
1.6795 1.6387 0.0139 0.6713 0.0403 0.0153 3.3182 1.4442 0.9757 0.0050 60.1015 840.8598 1.0508 -0.4744 133.0124 0.4986
1.6748 1.5897 0.0397 0.2869 0.0164 -0.4737 3.2645 1.4204 0.9492 0.0021 0.8718 47.2059 1.5490 -0.3943 213.7093 -0.9750
1.7460 1.5600 0.0406 0.4026 0.0322 -0.0090 3.3059 1.4363 0.8935 0.0085 650.0952 19.5315 1.1158 -0.7174 159.7809 -0.5817
1.7374 1.5932 0.0185 0.2428 0.0299 0.2425 3.3306 1.4481 0.9170 0.0058 544.0203 1979.8520 3.8281 0.1819 120.1952 -0.4404
1.7332 1.5880 0.0424 0.2996 0.0156 0.8759 3.3212 1.4440 0.9162 0.0132 264.2849 769.4055 1.2481 -0.8411 134.5317 -0.4592
1.7248 1.5655 0.0281 0.0541 0.0279 0.7404 3.2903 1.4302 0.9077 0.0106 1723.4410 201.4653 3.4750 0.9447 180.5699 0.9693
1.7094 1.6191 0.0424 0.8017 0.0033 -0.7748 3.3285 1.4482 0.9472 0.0162 1190.9609 326.7905 1.4440 -0.6091 120.8034 -0.2317
1.9159 1.4009 0.0334 0.9530 0.0489 0.9979 3.3168 1.4227 0.7312 0.0390 604.9691 408.7920 4.2369 0.1449 207.4954 0.8782
1.6578 1.6463 0.0242 0.4071 0.0465 0.2423 3.3041 1.4382 0.9931 0.0105 354.0693 2383.0340 0.8067 -0.2027 153.1605 -0.7955
1.6731 1.6140 0.0072 -0.4251 0.0037 0.9776 3.2871 1.4305 0.9647 0.0002 314.5359 44.7699 4.5781 0.0730 178.3285 -0.7296
1.6413 1.6402 0.0285 0.4608 0.0272 0.9870 3.2815 1.4283 0.9993 0.0200 156.6383 578.6840 0.6926 -0.7284 187.5616 0.9545
1.6563 1.6464 0.0491 0.5030 0.0042 0.9769 3.3027 1.4376 0.9940 0.0144 634.7118 159.5720 1.4379 -1.1964 155.9144 0.5933
1.8975 1.4560 0.0440 0.8861 0.0399 0.6854 3.3535 1.4445 0.7673 0.0339 632.9610 3938.4068 0.5681 -1.3050 133.5787 0.7482
1.7575 1.5902 0.0101 0.1708 0.0309 -0.0232 3.3476 1.4550 0.9048 0.0006 510.0589 95.3782 0.7718 -1.2054 97.4317 -0.3898
1.8723 1.4623 0.0460 0.8565 0.0339 0.4473 3.3346 1.4383 0.7810 0.0288 1304.9765 260.1550 0.8415 -1.1420 154.3745 -0.7734
1.9016 1.4263 0.0299 0.8479 0.0161 0.4132 3.3279 1.4308 0.7501 0.0174 144.7329 258.1607 1.3733 0.0738 178.2207 0.9327
1.7189 1.5666 0.0404 0.5067 0.0425 0.7804 3.2855 1.4282 0.9114 0.0265 990.2217 1064.3707 4.3766 0.1505 188.0832 0.8287
1.8313 1.4846 0.0146 0.6062 0.0153 0.3890 3.3160 1.4339 0.8107 0.0075 336.8880 137.0367 3.5995 0.7490 167.4136 -0.8395
1.8144 1.5082 0.0376 0.9990 0.0144 0.0171 3.3227 1.4389 0.8312 0.0206 231.6839 240.0005 0.8740 -0.0931 151.8097 0.6931
1.7985 1.5296 0.0313 0.4786 0.0432 -0.3856 3.3281 1.4429 0.8505 0.0004 141.2308 742.1529 4.6022 -0.2539 136.5231 -0.7772
1.6905 1.6857 0.0413 0.5108 0.0199 0.9527 3.3762 1.4696 0.9971 0.0200 1130.2588 1517.6169 6.1039 -0.3769 53.0343 -0.2475
1.8078 1.4871 0.0069 0.3638 0.0042 0.7648 3.2949 1.4260 0.8226 0.0028 403.9092 39.6867 1.4459 -0.0423 193.2054 0.9751
1.7112 1.6055 0.0148 -0.2607 0.0371 0.8062 3.3167 1.4428 0.9382 0.0125 112.6007 740.5798 1.0138 -0.5674 138.5202 0.5027
1.6644 1.6512 0.0291 0.6559 0.0291 0.9661 3.3157 1.4432 0.9921 0.0236 228.5316 1438.6408 1.4088 -0.3287 137.8927 -0.6879
1.8957 1.4417 0.0499 0.9090 0.0104 0.9368 3.3374 1.4365 0.7605 0.0299 120.6981 3451.6983 4.4375 -0.0914 159.7449 0.8195
1.7944 1.4612 0.0307 0.1058 0.0363 0.8904 3.2556 1.4082 0.8143 0.0163 409.7413 806.6305 1.3894 -0.9172 257.3637 -1.0000
1.9002 1.4376 0.0325 0.1492 0.0273 0.6406 3.3378 1.4361 0.7566 0.0103 1589.6183 401.2598 0.8382 -0.9448 159.4177 -0.6652
1.6570 1.5971 0.0408 0.8169 0.0108 -0.7799 3.2541 1.4161 0.9638 0.0128 1980.4738 1163.9609 1.0829 -0.5869 229.3708 0.8312
1.7042 1.6031 0.0352 0.6438 0.0079 -0.7232 3.3073 1.4388 0.9407 0.0089 154.0161 9.3874 4.0023 1.0801 151.5450 0.6891
1.7576 1.5669 0.0414 0.1545 0.0278 0.4862 3.3245 1.4442 0.8915 0.0097 242.7299 803.9685 1.3378 -0.2786 133.0085 0.6541
1.7636 1.5751 0.0493 0.7673 0.0083 -0.6841 3.3387 1.4505 0.8931 0.0173 411.3364 717.1699 0.8017 -0.2031 113.6114 -0.4268
1.6502 1.6487 0.0039 0.6336 0.0005 0.1072 3.2989 1.4360 0.9991 0.0013 164.0615 215.7163 3.6183 0.8199 160.1704 -0.8615
1.6512 1.6192 0.0204 0.6606 0.0349 0.8854 3.2704 1.4234 0.9806 0.0221 109.1672 1081.3183 0.9339 -0.1449 205.1174 -0.8814
1.7407 1.6076 0.0247 0.1048 0.0021 0.0411 3.3483 1.4561 0.9235 0.0014 45.4422 338.9521 4.3490 0.2445 94.3507 0.4954
1.6398 1.6230 0.0398 0.2439 0.0212 -0.1165 3.2628 1.4202 0.9897 0.0037 34.3084 711.6529 0.6758 -0.7071 214.9517 0.9277
1.6813 1.6406 0.0350 0.3985 0.0069 0.8122 3.3219 1.4458 0.9758 0.0098 695.2502 193.0835 1.3256 -0.7227 128.4025 -0.2644
1.7427 1.5750 0.0006 0.0181 0.0233 0.1915 3.3177 1.4419 0.9038 0.0021 92.9843 462.5558 4.0199 0.5326 140.3514 0.4520
1.9603 1.4219 0.0476 0.9106 0.0190 -0.2700 3.3822 1.4497 0.7253 0.0230 437.9995 2580.8039 3.3425 0.7435 115.2225 0.6985
1.6820 1.6464 0.0043 0.6257 0.0010 -0.3526 3.3284 1.4487 0.9789 0.0012 33.0633 503.5320 4.1243 0.5364 118.3856 -0.2316
1.6622 1.6470 0.0293 0.6100 0.0043 -0.8879 3.3092 1.4404 0.9909 0.0071 1215.9069 65.7749 1.5049 -0.0681 145.7594 -0.6942
1.8128 1.5366 0.0481 0.7564 0.0098 0.8713 3.3493 1.4519 0.8476 0.0236 576.8498 407.7491 1.5203 0.1401 109.0043 -0.4593
1.7227 1.5740 0.0391 0.3426 0.0152 0.4109 3.2967 1.4332 0.9137 0.0100 865.4746 128.7105 1.0701 -0.7614 169.9976 -0.7716
1.8849 1.4732 0.0183 0.7541 0.0293 0.4854 3.3582 1.4485 0.7816 0.0140 47.7563 127.0627 4.3784 0.1539 118.9220 0.5630
1.8504 1.5171 0.0328 0.5948 0.0017 0.0295 3.3675 1.4572 0.8199 0.0107 771.9698 924.6104 4.3828 -0.3492 91.3649 0.6110
1.6938 1.6366 0.0182 0.9276 0.0344 -0.3876 3.3304 1.4494 0.9662 0.0020 17.8490 316.2544 0.9993 -0.4576 116.1475 0.4078
1.7771 1.5219 0.0397 0.6433 0.0050 -0.2265 3.2990 1.4308 0.8564 0.0132 486.1251 263.2582 1.1353 -0.8941 178.4028 -0.8024
1.7936 1.5263 0.0366 0.9227 0.0396 0.3646 3.3199 1.4395 0.8510 0.0249 101.8422 838.5722 4.0730 0.7931 150.3019 -0.6686
1.7123 1.6082 0.0286 -0.6664 0.0401 0.8407 3.3205 1.4445 0.9392 0.0065 312.4441 496.2274 1.3054 -0.3219 132.3459 0.3521
1.6686 1.6411 0.0133 -0.4965 0.0349 -0.0239 3.3097 1.4406 0.9835 -0.0038 23.3768 60.4599 1.0485 -0.5887 144.1771 0.6877
1.8421 1.4772 0.0438 0.4733 0.0500 0.5591 3.3193 1.4343 0.8019 0.0239 249.5727 450.0757 4.0898 0.6668 167.4376 -0.8775
1.6853 1.5714 0.0270 0.9466 0.0157 0.1745 3.2566 1.4165 0.9324 0.0146 672.4491 464.5716 4.4253 0.3072 228.3051 0.9352
1.7138 1.5870 0.0163 0.2446 0.0371 0.9185 3.3008 1.4355 0.9260 0.0185 759.5178 325.8737 3.4582 0.6625 163.1725 0.9789
1.7023 1.5861 0.0451 0.9140 0.0165 0.5547 3.2883 1.4303 0.9317 0.0258 1479.5687 757.0063 4.3581 0.1996 181.8369 0.8880
1.7857 1.5062 0.0105 -0.1506 0.0477 0.2724 3.2919 1.4267 0.8435 0.0051 75.8325 847.6470 1.2850 -0.3546 192.0734 0.7743
1.6935 1.6219 0.0068 -0.2615 0.0006 0.7275 3.3154 1.4427 0.9577 -0.0007 360.6950 45.4333 3.4361 0.5372 137.5807 -0.8439
1.7056 1.6552 0.0484 0.2824 0.0101 0.6213 3.3607 1.4626 0.9704 0.0100 81.8648 413.8486 3.2411 0.5048 74.3047 -0.5664
1.6938 1.5701 0.0184 0.4398 0.0245 0.7924 3.2639 1.4195 0.9270 0.0135 650.0900 262.8094 1.4190 -0.1413 217.8181 0.9892
1.8061 1.4522 0.0364 0.9265 0.0222 -0.4339 3.2583 1.4082 0.8040 0.0144 937.6776 724.2897 4.2878 0.5061 257.0091 -0.9614
1.6861 1.5995 0.0376 0.8224 0.0266 0.1693 3.2856 1.4296 0.9487 0.0181 123.2043 876.9565 4.1236 0.4978 183.3193 0.9273
1.7391 1.5816 0.0173 0.8261 0.0277 0.5395 3.3207 1.4435 0.9094 0.0146 255.8638 977.0201 4.0676 0.5080 135.9607 0.3387
1.7387 1.5386 0.0366 0.7156 0.0233 0.8514 3.2772 1.4233 0.8849 0.0232 807.2618 1109.7284 3.8749 0.7985 205.1624 -0.8088
1.7304 1.5459 0.0492 0.1528 0.0340 -0.0319 3.2763 1.4234 0.8934 0.0035 272.6869 164.1865 4.3136 0.2844 203.0692 0.8452
1.8145 1.4958 0.0182 0.9614 0.0297 0.5739 3.3103 1.4328 0.8244 0.0173 450.5987 331.3911 0.3483 -0.3039 171.8573 0.8721
1.7514 1.5674 0.0151 0.5327 0.0499 0.5102 3.3188 1.4419 0.8949 0.0163 1205.5053 2239.9358 1.5042 0.0813 140.9908 -0.7990
1.8327 1.4684 0.0272 0.4650 0.0317 0.3867 3.3011 1.4263 0.8012 0.0125 287.1283 1660.3853 0.6504 -0.3534 192.9364 -0.9190
1.6662 1.6447 0.0038 0.6899 0.0347 0.1298 3.3108 1.4411 0.9871 0.0035 43.0418 273.0716 4.4082 0.0713 143.3144 0.7207
1.6908 1.5949 0.0046 0.0469 0.0290 0.4452 3.2857 1.4295 0.9433 0.0064 212.1037 319.0836 1.4690 0.0362 182.9184 0.9490
1.7882 1.5402 0.0437 0.3628 0.0163 0.8655 3.3284 1.4440 0.8613 0.0150 593.8094 2144.9840 1.2008 -0.0093 134.0986 -0.6352
1.6883 1.6496 0.0293 0.7472 0.0225 -0.5232 3.3379 1.4528 0.9771 0.0053 75.0624 854.8041 1.3021 -0.0376 104.9848 0.2254
1.7503 1.5350 0.0027 -0.8040 0.0255 0.9298 3.2853 1.4263 0.8770 0.0099 24.6241 996.1900 1.3377 -0.3004 193.5580 0.9808
1.7901 1.5095 0.0459 0.8026 0.0190 0.0642 3.2996 1.4300 0.8433 0.0205 90.9448 888.6434 4.6400 -0.1596 181.6184 -0.9667
1.7433 1.6079 0.0323 0.5512 0.0130 0.9192 3.3512 1.4573 0.9223 0.0150 536.7685 219.9592 3.5830 0.6893 91.7404 -0.3111
1.6716 1.6432 0.0084 0.3651 0.0007 -0.7358 3.3148 1.4428 0.9830 0.0013 268.9324 161.8531 4.0114 0.6901 137.6674 -0.6073
1.6600 1.6325 0.0176 0.0119 0.0318 0.1910 3.2925 1.4331 0.9834 0.0031 300.2179 80.9436 1.0976 -0.6285 170.3152 0.8017
